1054.9,1058.6,1062,1065.6,1070.9,1079.6,1062.8,1081.1,1087.9,1080,1094.3,1110,1124.2,1140,1160.1,1162.4,1163.1,1169.6,1183.5,1163.5,1167.3,1145.7,1050.6,1065.9,1073.5,1076.8,1072.1,1039.5,1022,1050.5,1019.9,1036.2,995.03,988.61,1001.8,1003.8,1005.7,1007.7,1038,1051.8,1057.2,1074.6,1079.1,1076.1,1093.8,1095.2,1108.4,1105.1,1111.3,1125.6,1126.5,1120.3,1137.9,1139.1,1144.3,1139.3,1125.4,1117.1,1110.7,1111.1,1090.6,1087.3,1092.7,1081.8,1085.5,1080.2,1079.7,1077.9,1077.1,1067.4,1057.8,1063.2,1058.5,1053.8,1049.1,1044.3
943.41,943.62,943.83,917.86,925.71,865.92,856.7,851.32,839.99,833.98,835.17,838.55,838.59,833.96,836.69,842.31,841.98,845.14,837.65,827.56,816.03,799.56,786.45,773.94,765.69,764.64,756.61,757.49,735.94,748.77,746.31,744.5,742.33,743.81,734.3,727,713.33,700.28,687.09,681.08,669.04,667.82,670.15,672.43,666.45,673.8,676.21,678.84,678.14,677.88,678.79,678.2,679.64,679.76,679.01,671.99,672.68,670.51,670.26,662.71,664.9,659.75,663.33,659.06,654.95,660.02,656.01,651.28,655.46,669.32,649.48,639.09,501.47,473.74,486.3,495.59
1744.3,1741,1737.8,1774.6,1776.4,1761.3,1740.3,1714.4,1705,1684.1,1668.8,1653.5,1642.4,1632.2,1644.7,1609.2,1631.8,1603,1597.5,1592,1591.2,1587.9,1576.5,1569.6,1562.6,1566,1556,1545.3,1534.6,1533.2,1534.5,1534.4,1540.1,1542.3,1542.2,1542.1,1536.4,1541.4,1500.4,1536.1,1549.1,1552.1,1638.3,1664.6,1604.7,1578.1,1530.6,1580.3,1592.5,1604.5,1575.2,1580.6,1583.1,1580.4,1580.9,1609.5,1595.5,1598.1,1592.9,1602.4,1607.6,1615.2,1630,1630.4,1630.8,1637.6,1644.5,1681.1,1653,1649.3,1660.9,1670.3,1691.9,1724,1718.8,1735.3
5.674900000000000091e+02,5.750199999999999818e+02,5.825599999999999454e+02,5.900900000000000318e+02,5.976200000000000045e+02,6.016299999999999955e+02,6.084400000000000546e+02,6.281000000000000227e+02,6.615900000000000318e+02,6.649500000000000455e+02,6.682799999999999727e+02,6.718300000000000409e+02,6.772500000000000000e+02,6.713200000000000500e+02,6.667799999999999727e+02,6.622400000000000091e+02,6.922300000000000182e+02,6.919900000000000091e+02,6.852599999999999909e+02,6.857999999999999545e+02,6.643400000000000318e+02,6.735099999999999909e+02,6.728999999999999773e+02,6.752500000000000000e+02,6.418799999999999955e+02,6.654500000000000455e+02,6.117999999999999545e+02,5.988899999999999864e+02,6.013099999999999454e+02,6.142300000000000182e+02,6.187000000000000455e+02,6.191399999999999864e+02,6.188899999999999864e+02,6.191599999999999682e+02,6.157999999999999545e+02,6.124199999999999591e+02,6.109800000000000182e+02,6.060900000000000318e+02,6.008500000000000227e+02,5.810099999999999909e+02,6.175700000000000500e+02,5.920599999999999454e+02,5.910099999999999909e+02,5.683099999999999454e+02,5.792599999999999909e+02,5.535000000000000000e+02,5.601200000000000045e+02,5.504500000000000455e+02,5.407899999999999636e+02,5.283300000000000409e+02,5.158700000000000045e+02,5.084900000000000091e+02,5.003299999999999841e+02,4.921800000000000068e+02,4.879800000000000182e+02,4.864599999999999795e+02,4.965400000000000205e+02,5.105699999999999932e+02,5.429700000000000273e+02,5.753700000000000045e+02,5.676799999999999500e+02,5.686000000000000227e+02,5.677400000000000091e+02,5.697000000000000455e+02,5.706799999999999500e+02,5.730599999999999454e+02,5.748500000000000227e+02,5.790599999999999454e+02,5.891200000000000045e+02,5.968099999999999454e+02,6.037699999999999818e+02,6.066100000000000136e+02,6.107999999999999545e+02,6.129800000000000182e+02,6.103799999999999955e+02,6.155399999999999636e+02
1.097500000000000000e+03,1.090299999999999955e+03,1.100900000000000091e+03,1.106599999999999909e+03,1.114400000000000091e+03,1.087799999999999955e+03,1.133000000000000000e+03,1.135200000000000045e+03,1.150799999999999955e+03,1.164400000000000091e+03,1.164200000000000045e+03,1.153799999999999955e+03,1.100700000000000045e+03,1.047000000000000000e+03,1.032599999999999909e+03,1.019500000000000000e+03,1.010500000000000000e+03,1.001299999999999955e+03,1.001299999999999955e+03,9.989299999999999500e+02,9.948500000000000227e+02,9.831100000000000136e+02,9.892500000000000000e+02,1.023600000000000023e+03,1.047200000000000045e+03,1.104200000000000045e+03,1.140700000000000045e+03,1.175099999999999909e+03,1.226700000000000045e+03,1.240599999999999909e+03,1.239700000000000045e+03,1.218400000000000091e+03,1.198299999999999955e+03,1.180900000000000091e+03,1.141000000000000000e+03,1.119400000000000091e+03,1.106700000000000045e+03,1.097900000000000091e+03,1.075900000000000091e+03,1.060299999999999955e+03,1.045200000000000045e+03,1.035200000000000045e+03,1.034799999999999955e+03,1.021299999999999955e+03,1.019700000000000045e+03,9.949700000000000273e+02,9.683300000000000409e+02,9.864199999999999591e+02,9.835900000000000318e+02,9.798200000000000500e+02,9.771299999999999955e+02,9.743300000000000409e+02,9.385199999999999818e+02,9.804299999999999500e+02,9.825599999999999454e+02,9.842400000000000091e+02,9.526699999999999591e+02,9.480599999999999454e+02,9.974700000000000273e+02,9.788300000000000409e+02,9.775199999999999818e+02,9.717999999999999545e+02,9.728400000000000318e+02,9.630399999999999636e+02,9.604600000000000364e+02,9.441799999999999500e+02,9.529199999999999591e+02,9.495800000000000409e+02,9.555299999999999727e+02,9.577799999999999727e+02,9.705299999999999727e+02,9.689800000000000182e+02,9.697300000000000182e+02,9.774299999999999500e+02,9.791100000000000136e+02,9.820000000000000000e+02
301.34,315.78,330.22,344.66,359.1,373.54,387.98,402.42,416.86,427.49,438.12,448.75,455.31,461.86,458.45,464.14,470.86,477.93,486.43,495.19,493.99,492.8,495.66,498.79,501.92,501.12,489.92,478.72,466.91,467.75,462.03,457.51,453,448.48,443.96,439.45,429.6,413.56,405.08,401.24,397.4,393.59,389.77,385.08,380.4,372.4,364.41,356.41,347.99,339.56,321.47,309.45,302.13,291.37,266.66,264.88,249.11,233.34,217.57,213.06,208.56,183.66,168.61,167.96,199.05,234.78,269.56,296.53,310.81,319.13,335.09,334.58,342.75,343.74,344.11,346.17
1365.6,1376.9,1388.2,1409.3,1417.8,1431.6,1434.8,1431,1434.6,1435,1404.5,1403,1357,1306.5,1307.7,1303.5,1296.2,1299,1281.7,1253.4,1258.9,1251.7,1228.6,1191.5,1234.5,1305.4,1376.3,1382.1,1415.8,1424.8,1424,1423.2,1431.3,1427.6,1434.6,1428.6,1415.8,1397.9,1379.9,1361.9,1346.5,1331,1315.6,1296.1,1285.5,1266.9,1256.7,1242.3,1246.5,1250.6,1254.8,1256.8,1258.8,1260.8,1262.8,1260.4,1258,1255.6,1253.1,1221.8,1190.5,1146.6,1151.4,1156.2,1161.1,1161.3,1178.2,1174.3,1179.9,1214.9,1210.6,1192.7,1174.8,1156.9,1166.1,1188.7
1.601400000000000091e+03,1.574599999999999909e+03,1.584000000000000000e+03,1.593099999999999909e+03,1.564099999999999909e+03,1.569900000000000091e+03,1.573200000000000045e+03,1.580799999999999955e+03,1.576099999999999909e+03,1.578799999999999955e+03,1.586799999999999955e+03,1.581299999999999955e+03,1.582000000000000000e+03,1.577900000000000091e+03,1.573599999999999909e+03,1.564799999999999955e+03,1.557799999999999955e+03,1.550900000000000091e+03,1.541799999999999955e+03,1.538900000000000091e+03,1.536099999999999909e+03,1.533299999999999955e+03,1.527299999999999955e+03,1.528599999999999909e+03,1.529900000000000091e+03,1.531099999999999909e+03,1.530700000000000045e+03,1.532200000000000045e+03,1.528099999999999909e+03,1.524000000000000000e+03,1.519900000000000091e+03,1.524099999999999909e+03,1.530500000000000000e+03,1.536500000000000000e+03,1.542599999999999909e+03,1.548700000000000045e+03,1.543700000000000045e+03,1.538700000000000045e+03,1.533700000000000045e+03,1.528700000000000045e+03,1.519700000000000045e+03,1.521700000000000045e+03,1.526200000000000045e+03,1.528400000000000091e+03,1.523299999999999955e+03,1.530400000000000091e+03,1.552500000000000000e+03,1.559500000000000000e+03,1.637500000000000000e+03,1.601200000000000045e+03,1.564799999999999955e+03,1.556500000000000000e+03,1.548200000000000045e+03,1.546599999999999909e+03,1.539299999999999955e+03,1.530200000000000045e+03,1.521099999999999909e+03,1.504099999999999909e+03,1.494000000000000000e+03,1.454700000000000045e+03,1.449700000000000045e+03,1.440799999999999955e+03,1.439200000000000045e+03,1.451099999999999909e+03,1.427200000000000045e+03,1.412900000000000091e+03,1.376400000000000091e+03,1.347200000000000045e+03,1.329599999999999909e+03,1.321200000000000045e+03,1.311000000000000000e+03,1.302400000000000091e+03,1.286599999999999909e+03,1.275200000000000045e+03,1.262599999999999909e+03,1.265700000000000045e+03
284.15,284.82,288.24,325.7,283.8,289.77,286.53,283.8,283.29,278.39,278.66,278.92,275.06,278.22,280.45,280.55,276.09,286.9,293.8,296.13,292.94,291.08,298.45,290.92,292.19,294.28,273.19,294,288.24,299.91,298.02,286.78,303.36,303.9,300.68,291.3,280.28,283.31,272.72,270.01,280.36,269.01,264.38,274.14,271.41,243.17,260.38,292.71,265.27,259.66,259.28,268.2,265.12,232.39,251.58,270.76,289.95,309.13,328.32,309.66,291,248.39,274.03,275.44,282.11,283.72,285.33,273.09,237.85,270.93,272.84,242.02,271.3,282.05,280.87,271.2
1238.6,1237.4,1240.6,1243.9,1247.6,1244.5,1233.6,1228.6,1236.1,1233,1234.3,1235.6,1218.3,1217.4,1217.8,1217.1,1245.6,1225.9,1238.6,1222.4,1237.8,1211.4,1198.1,1189.6,1171.3,1163.2,1160.9,1156.7,1160.3,1163,1156.1,1159.8,1165.3,1160.4,1164.8,1161.7,1159.4,1161.1,1164.6,1167,1162.5,1170.7,1163.2,1160.7,1165.6,1164.6,1161.8,1168.2,1173.6,1173.2,1176.8,1170.6,1177.5,1172.6,1169.5,1174.4,1165.2,1174,1183.1,1174,1172.9,1175.1,1179.5,1180,1196.6,1208,1219.3,1223.7,1231.4,1232.4,1242.1,1246.1,1252.8,1255.2,1250.5,1249
708.41,671.72,653.28,644.41,640.89,670.49,654.57,648.24,640.15,639.98,645.52,663.32,665.46,577.56,646.61,491.89,512.81,556.15,599.49,597.81,634.25,645.39,661.23,658.35,658.7,667.09,691.42,671.8,689.96,722.34,739.39,752.67,778.93,797.09,819.31,836.95,845.49,852.68,856.48,875.08,886.19,889.71,895.3,905.44,908.86,915.19,919.52,928.48,926.27,928.65,939.81,935.46,930.37,932.31,931.46,916.94,909.48,909.23,881.83,850.72,836.85,816.51,786.26,753.54,724.91,701.27,670.46,643.8,631.54,617.42,617.73,605.46,598.52,584.44,568.34,555.86
1285,1263.8,1262.1,1307.6,1353.1,1358.2,1313.7,1310.5,1310.2,1297.4,1286.6,1296,1306,1304.5,1303,1406.1,1430.2,1454.3,1467.4,1451.6,1508.1,1495.9,1483.8,1471.7,1459.6,1457.1,1454.6,1477.4,1480.9,1476.3,1471.7,1478.4,1485.2,1433.2,1381.2,1329.2,1277.2,1267.8,1267.3,1258.8,1255,1243.8,1232.5,1230.8,1229,1227.2,1214.1,1203.9,1185.1,1164.9,1144.8,1124.6,1104.5,1084.3,1075.6,1069.9,1064.1,1058.4,1052.6,1046.9,1033.1,1024.7,1016.3,975.62,934.95,910.48,908.77,904.6,900.42,886.74,873.07,859.39,845.72,832.04,825.36,794.83
8.047899999999999636e+02,7.901799999999999500e+02,7.749099999999999682e+02,7.534900000000000091e+02,7.336900000000000546e+02,7.168500000000000227e+02,7.114600000000000364e+02,7.140499999999999545e+02,7.099700000000000273e+02,7.149199999999999591e+02,7.244700000000000273e+02,7.382400000000000091e+02,7.525000000000000000e+02,7.562300000000000182e+02,7.666599999999999682e+02,7.768300000000000409e+02,7.651100000000000136e+02,8.146799999999999500e+02,8.257699999999999818e+02,8.304199999999999591e+02,8.376699999999999591e+02,8.449299999999999500e+02,8.533999999999999773e+02,8.653600000000000136e+02,8.913200000000000500e+02,9.033200000000000500e+02,9.135000000000000000e+02,9.284299999999999500e+02,9.346100000000000136e+02,9.523300000000000409e+02,9.682500000000000000e+02,9.824700000000000273e+02,9.822100000000000364e+02,9.890900000000000318e+02,9.794600000000000364e+02,9.879800000000000182e+02,9.822500000000000000e+02,1.018000000000000000e+03,9.940000000000000000e+02,1.005600000000000023e+03,1.015700000000000045e+03,1.014799999999999955e+03,1.009700000000000045e+03,1.006299999999999955e+03,1.006200000000000045e+03,9.962799999999999727e+02,9.879500000000000455e+02,9.737000000000000455e+02,9.558600000000000136e+02,9.536000000000000227e+02,9.424299999999999500e+02,9.233700000000000045e+02,9.103500000000000227e+02,9.053500000000000227e+02,8.957899999999999636e+02,8.824500000000000455e+02,8.569900000000000091e+02,8.490199999999999818e+02,8.428300000000000409e+02,8.426599999999999682e+02,8.464600000000000364e+02,8.502599999999999909e+02,8.540599999999999454e+02,8.578600000000000136e+02,8.657799999999999727e+02,8.739500000000000455e+02,8.817799999999999727e+02,9.057699999999999818e+02,9.001900000000000546e+02,9.165900000000000318e+02,9.253999999999999773e+02,9.324800000000000182e+02,9.412799999999999727e+02,9.406599999999999682e+02,9.400499999999999545e+02,9.268600000000000136e+02
238.75,254.7,253.43,264.01,241.66,268.3,254.56,250.82,257.62,251.47,250.38,220.79,225.61,228.61,237.63,250.54,248.84,247.13,252.14,253.7,251.35,240.24,293.12,295.91,301.38,283.21,309.83,360.33,376.46,383.9,388.86,418.83,454.96,471.35,471.15,475.65,504.33,509.67,531.76,542.5,556.09,569.67,583.25,595.12,604.01,619.49,636.03,658.54,671.4,690.24,705.95,712.06,745.83,740.62,769.55,778.53,790.13,807.76,825.42,844.66,853.88,857.79,865.77,867.96,872.18,881.21,887.64,903.33,910.16,922.97,935.77,943.33,957.5,965.39,978.14,982.03
1426.5,1436.9,1447.2,1457.5,1450.5,1470,1478,1501.3,1522,1525.3,1532.6,1534.7,1535,1534.5,1532.3,1537.1,1545.7,1553.8,1547.6,1542.5,1532.9,1533,1540,1534.7,1534.7,1517.6,1537.8,1536.2,1539.6,1535.3,1539.3,1539.5,1520.9,1538.3,1525.5,1512.6,1497.5,1523.4,1497.3,1501.6,1505.5,1499.7,1509.3,1538.7,1543.6,1570.9,1577.2,1567.1,1572.9,1578.2,1579.1,1577.6,1573.4,1574.8,1584.8,1591.1,1585.9,1595.8,1617,1605.2,1619,1604.8,1609.5,1623.8,1623.4,1634.5,1639.5,1643.6,1646.3,1656.4,1660.1,1670.9,1685.2,1693,1702.7,1700.1
193.06,186.43,179.43,172.43,165.43,162.41,165.35,161.97,158.58,155.6,152.61,162.18,159.79,157.41,156.21,155.01,153.81,144.39,165.01,148.44,131.88,125.86,120.46,116.84,116.27,115.19,109.9,104.62,114.81,125.22,123.62,139.54,138.66,142.37,147.23,155.18,163.13,163.25,164.87,163.95,167.54,177.26,176.09,177.65,173.81,166.69,168.41,167.99,166.54,162.61,163.18,161.49,150.48,140.91,145.6,153.21,154.24,151.88,152.57,155.46,157.16,155.6,164.96,163.97,166.99,162.59,155.5,153.66,149.97,147.99,141.06,142.52,143.97,145.43,146.89,148.34
1818.1,1812.8,1804.4,1801,1793.9,1787.6,1779,1771.4,1766.3,1765.3,1761.3,1748.5,1743.4,1741.8,1726.5,1726,1711.9,1709.3,1696.8,1691.9,1685.9,1667,1654.6,1649.1,1641.7,1640.2,1617.9,1620.4,1623.7,1616,1608.3,1600.6,1618,1630.6,1629.7,1633,1636.4,1637.9,1637.3,1654.1,1701.2,1723.1,1744.9,1758.7,1772.4,1793.4,1788.2,1799.5,1827.5,1827.9,1828.3,1828.7,1829.1,1829.5,1834.8,1840.3,1847.1,1853.9,1860.7,1873.4,1877.4,1881.4,1884.2,1874.5,1864.9,1891.5,1894.7,1882.6,1893.2,1903.8,1914.4,1918.8,1923.2,1927.6,1927.3,1928.5
1372.3,1373.8,1372.6,1372.3,1370.1,1370.4,1370.8,1376.7,1383.2,1391,1388.4,1388.7,1389.3,1385.3,1385.9,1386.8,1381.7,1404,1370.8,1381.3,1387.1,1405.6,1414,1415.4,1413.4,1393.6,1394.3,1386.2,1379.9,1393.7,1371.2,1365.6,1365.6,1360.8,1361,1359.8,1356.9,1359.4,1347.1,1336.7,1340.9,1356.9,1338.1,1333.5,1333.7,1330.5,1321.6,1320.6,1317.6,1313.5,1308,1307.9,1303.6,1305.9,1304.7,1296.7,1303.7,1302.9,1299.1,1304.6,1337.1,1305.1,1303.3,1310,1298.8,1310.9,1311.5,1311.5,1309.6,1303.9,1305.1,1304.9,1308.1,1310.8,1310.9,1313.7
988.62,991.13,993.65,996.16,1002.9,1009.6,1028.2,1023,1012.6,1013.2,1015,1024.6,1021.9,1019.2,1020.7,1022.2,1020.2,1026.8,1031.1,1029.6,1019.5,1012.1,989.27,977.02,976.14,977.92,978.87,977.15,986.57,980.31,970.69,970.49,966.46,982.49,979.73,977.35,987.86,989.98,990.86,1011,1019.5,1023,1023.4,1030.2,1042.4,1055.3,1053.9,1046.6,1043.4,1038.8,1030.8,1013.9,998.62,982.87,973.52,944.77,933.03,920.29,908.21,877.27,866.56,859.53,842.68,838.9,848.97,851.3,826.65,831.49,806.45,807.39,798.51,795.63,798.52,819.3,823.74,832.27
298.89,289.47,280.06,270.65,279.84,313.7,347.56,394.06,413.51,432.96,452.4,432.69,445.08,450.37,431.07,435.47,430.09,420.57,410.56,393.44,388.29,358.98,387.67,404.81,403.65,405.22,388.9,372.59,426.42,455.65,411.71,444.53,477.34,439.27,432.2,439.21,441.45,429.6,440.75,429.31,431.53,428.82,426.12,428.54,427.88,453.74,479.8,460.41,458.53,456.66,454.78,452.91,451.03,445.63,440.22,434.42,445.01,455.61,475.36,470.62,465.87,465.63,459.99,454.35,445.61,436.86,428.12,419.37,410.63,417.07,416.08,422.14,431.98,441.83,451.67,461.51
614.29,611.65,609.01,606.37,606.78,611.71,616.64,705.74,722.95,740.15,757.36,774.8,792.24,795.74,794.41,796.67,798.93,788.08,903.22,911.68,920.13,910.19,893.25,876.31,855.06,855.96,879.95,903.94,883.88,929.85,975.83,1008.2,1034.4,1060.6,1006,976.6,947.18,929.39,911.59,874.87,866.54,840.26,813.98,787.7,761.43,790.57,819.71,848.86,888.59,928.33,968.06,1007.8,1047.5,1033.4,1019.3,1022.5,1034.9,1047.2,1073,1100.5,1128,1154.4,1180.8,1207.1,1227.3,1247.5,1267.6,1287.8,1307.9,1312.3,1336.3,1350.9,1365.5,1380.1,1394.7,1409.4
